50	24790	9	1	0	0	40	-1
45	180309	10	0	0	0	40	-1
33	158688	10	1	0	0	40	-1
18	92864	8	0	0	0	20	-1
90	88991	13	0	0	0	40	1
35	226789	10	1	0	0	58	-1
25	167031	6	0	0	0	40	-1
48	370119	10	1	0	0	40	1
24	204172	13	0	0	0	40	-1
49	186172	9	1	7688	0	45	1
45	178319	13	1	0	0	40	1
36	605502	6	0	0	0	40	-1
51	338260	15	1	15024	0	60	1
39	191161	10	1	0	0	40	-1
63	84737	4	1	0	0	40	-1
49	114797	13	0	0	0	40	-1
60	53707	9	1	0	0	40	1
59	46466	9	1	0	0	40	1
32	137076	10	1	0	0	40	-1
37	189878	10	1	0	0	60	-1
55	258648	6	1	0	0	40	-1
34	157466	9	1	0	0	45	-1
38	252947	10	1	0	0	40	-1
27	288229	13	0	0	0	50	-1
50	167380	4	1	0	0	40	-1
19	235849	9	1	0	0	35	-1
48	128796	12	1	0	0	40	1
65	153522	9	0	0	0	17	-1
25	139730	9	1	0	0	80	1
31	341672	13	1	0	0	60	-1
41	145220	5	0	0	0	40	-1
33	288398	13	0	0	0	45	-1
58	204816	10	1	0	0	60	1
20	57898	8	1	0	0	40	-1
43	313022	9	1	4386	0	40	1
22	188950	10	1	0	0	40	-1
52	115209	15	0	0	0	40	-1
66	269665	9	0	0	0	25	-1
48	213140	9	1	0	0	80	-1
57	134286	10	1	0	0	35	-1
39	363418	13	1	0	0	35	-1
58	137506	9	1	0	0	40	-1
44	150171	9	0	0	0	40	-1
30	224498	9	0	0	0	40	-1
26	247025	9	1	0	0	44	-1
54	365049	10	0	0	0	40	-1
51	69328	11	1	0	0	50	1
37	44694	14	0	0	0	45	1
38	110426	16	0	7688	0	40	1
20	42706	10	1	0	0	72	-1
55	213615	9	1	0	0	40	1
33	130057	12	1	0	0	45	-1
23	329174	10	1	0	0	40	-1
65	76043	9	1	0	0	1	1
30	185384	10	0	0	0	25	-1
38	70282	14	0	15024	0	2	1
55	135439	13	0	0	0	48	-1
46	182128	14	0	6497	0	50	-1
27	192283	11	0	0	0	38	-1
30	134737	10	1	0	0	45	-1
40	566537	1	1	0	1672	40	-1
56	130454	13	1	0	0	40	1
19	316797	4	1	0	0	45	-1
26	160300	9	1	0	0	40	-1
40	240124	9	1	0	0	40	1
41	120277	13	1	0	0	40	-1
50	117791	9	0	0	0	40	-1
58	119558	9	1	0	0	50	1
20	54012	9	1	0	0	40	-1
60	178050	9	0	0	0	38	-1
53	470368	12	0	0	0	48	-1
28	218039	9	1	0	0	40	-1
21	292264	9	1	0	0	35	-1
60	63526	13	1	0	0	40	1
42	42346	9	0	0	0	35	-1
34	293703	10	1	0	0	40	-1
28	124685	10	1	0	0	55	-1
23	54012	9	1	0	0	60	-1
43	349341	13	1	0	0	60	-1
41	23646	14	0	0	0	40	-1
47	180446	10	1	0	0	40	1
38	195744	13	1	0	0	48	-1
34	102858	9	1	0	0	40	-1
32	95885	7	1	13550	0	60	1
34	110978	15	0	0	0	40	-1
51	138251	9	1	0	0	60	-1
25	266820	1	1	0	0	35	-1
36	228190	9	1	0	0	20	-1
38	155222	10	0	0	0	28	-1
43	83348	9	1	0	0	60	-1
24	200295	10	1	0	0	40	-1
23	141264	10	0	0	0	40	-1
31	184889	9	0	0	0	20	-1
28	91299	11	0	0	0	45	-1
32	281030	9	1	0	0	40	-1
30	187279	9	1	0	0	44	-1
50	257117	5	1	0	0	50	-1
19	133983	10	0	0	0	20	-1
39	251710	6	0	0	1721	15	-1
48	307440	13	1	0	0	45	1
36	321274	13	1	0	0	50	-1
48	121124	10	1	0	0	35	1
