33	428271	0	0	35	-1
43	153489	0	0	50	-1
38	278924	0	0	44	-1
24	96279	0	0	40	-1
39	274683	7688	0	50	1
38	48779	0	0	40	1
54	340476	0	0	35	-1
35	275522	0	0	80	-1
35	205584	0	0	40	-1
37	185359	0	0	40	-1
33	275369	0	0	35	-1
23	268145	0	0	45	-1
49	94342	0	0	60	-1
30	277314	0	0	40	-1
25	132683	0	0	50	-1
49	198759	15024	0	60	1
67	39100	0	0	5	-1
42	569930	0	0	45	1
44	56651	7688	0	45	1
43	92775	0	0	40	-1
43	347934	0	0	30	-1
64	114994	0	0	20	-1
54	170562	0	0	48	1
31	301168	0	0	40	-1
43	118600	0	625	40	-1
59	144071	0	0	40	1
41	155767	0	0	50	-1
33	33727	0	0	40	-1
55	174533	0	0	72	-1
54	215990	7688	0	40	1
56	67662	0	0	39	-1
43	272165	0	0	40	-1
51	84399	0	0	40	-1
25	157617	0	0	40	-1
36	183902	0	0	4	1
46	268281	0	0	40	-1
61	355645	0	0	20	-1
56	157525	0	0	48	-1
69	323016	99999	0	40	1
48	383384	0	0	40	1
22	74631	0	0	13	-1
43	355856	0	0	50	-1
30	58582	0	0	10	-1
20	41432	0	0	46	-1
60	532845	0	0	40	1
27	86681	0	0	40	-1
30	111415	0	0	45	1
25	114345	914	0	40	-1
46	140664	0	0	48	1
57	317847	0	2824	50	1
21	296158	0	0	35	-1
62	125155	0	0	38	-1
28	144063	0	0	40	-1
44	167005	4386	0	55	-1
28	204516	0	0	45	-1
40	104235	0	0	99	-1
64	110150	0	0	40	-1
34	206609	0	0	35	-1
63	181863	0	0	27	-1
19	369463	0	0	40	-1
35	142616	0	0	30	-1
47	275095	0	0	40	-1
38	316211	0	0	40	-1
53	311269	0	0	40	-1
44	445382	0	0	40	-1
40	271393	0	0	40	-1
57	282913	0	0	40	-1
48	38950	0	0	89	-1
51	124076	0	0	40	-1
34	48014	0	0	35	-1
36	242713	0	0	40	-1
28	271466	0	0	45	1
56	175127	0	0	35	-1
25	307643	0	0	40	-1
50	44368	0	0	40	-1
61	102191	0	0	99	-1
26	211265	0	0	35	-1
35	108140	0	0	40	1
37	211494	0	0	40	1
22	228411	0	0	35	-1
53	123092	0	0	40	-1
45	170871	15024	0	55	1
36	139364	0	0	50	1
38	43712	0	1887	45	1
31	381153	0	0	40	1
36	41624	0	0	70	-1
57	140426	0	0	35	-1
25	124111	0	0	40	-1
37	186035	0	0	55	-1
20	228649	0	0	40	-1
20	105686	0	0	40	-1
49	165134	0	0	35	-1
31	194055	0	0	50	-1
27	29732	4865	0	36	-1
35	107233	0	0	55	-1
40	119225	0	0	40	-1
54	197975	0	0	51	-1
37	50837	0	0	45	1
35	144172	0	0	16	-1
65	240166	0	0	35	-1
26	149943	0	0	60	-1
33	108328	6849	0	50	-1
30	116508	0	0	40	-1
25	191271	0	0	40	-1
23	23037	0	0	40	-1
33	295621	0	0	25	1
18	57957	0	0	15	-1
33	99309	0	0	50	-1
36	285020	2885	0	40	-1
52	95128	0	0	50	-1
32	119522	0	0	50	-1
59	193335	0	0	40	1
30	248384	0	0	40	-1
34	379412	0	0	50	-1
20	224424	0	0	40	-1
55	166502	0	0	45	-1
41	243607	0	0	40	-1
21	180052	0	0	30	-1
40	209040	0	0	40	-1
45	285060	0	0	50	1
33	133503	0	1977	45	1
21	285457	0	0	50	-1
45	140644	0	0	40	1
18	60981	0	0	4	-1
60	235535	0	0	48	-1
33	189843	0	0	40	-1
23	319842	0	0	25	-1
25	190107	0	0	40	-1
23	87569	0	0	40	-1
21	197387	0	0	20	-1
44	421449	0	0	40	-1
32	95530	0	0	40	-1
33	132601	0	0	45	-1
43	144778	0	0	40	-1
38	73471	0	0	50	-1
17	172050	0	0	16	-1
45	117409	0	0	40	1
25	217030	0	0	30	-1
51	194475	0	0	40	-1
40	76487	0	0	40	-1
31	178506	0	0	40	-1
52	172165	0	0	25	-1
38	174717	0	0	50	1
36	58337	0	0	35	-1
26	261203	0	0	30	-1
19	389755	0	0	16	-1
26	109609	0	0	30	-1
18	304169	0	0	35	-1
43	185057	0	0	30	1
21	211301	0	0	8	-1
62	215944	0	0	30	-1
33	226267	0	0	40	-1
36	118909	0	0	40	-1
26	163189	0	0	40	-1
39	234901	0	0	40	-1
40	247469	0	0	30	1
44	129100	0	0	60	-1
25	74883	0	1092	40	-1
48	164964	0	0	40	-1
26	144483	594	0	35	-1
40	124692	0	0	40	1
48	155664	7688	0	70	1
32	173314	0	0	60	-1
37	352882	0	0	70	1
20	138938	0	0	10	-1
42	101709	2885	0	40	-1
36	110791	0	0	40	-1
